source,target
30007,"30001, 30003, 30002, 20380, 20033, 20002, 20296, 20121, 20032, 20364, 20472, 30367, 30504, 30503, 38032, 30020, 30026, 38181, 30249, 30285, 30359, 30375, 36664, 38291, 25264"
30008,"30007, 30013, 31513"
30009,NA
30010,NA
30011,NA
30012,NA
30013,NA
30014,NA
30020,"30001, 30002, 30003"
30021,"30001, 30003, 30002, 30005, 30006, 20644, 20364, 30007, 30313, 30375, 30020, 30023, 38220, 38481"
30022,"30001, 30003, 30002, 30004"
30023,"30001, 30002, 30004, 30005, 30006, 30232, 30116, 30277, 30516, 38566"
30024,"30001, 30002, 30003, 30273"
30025,"30003, 30002, 30005, 30001, 30244, 30160, 30023, 30554, 38473"
30026,"30001, 30002, 30005, 30006"
30029,"30006, 38388, 38719, 38383, 30467"
30100,"30001, 30002, 30004, 30005, 30023, 38220, 30467, 38473"
30101,NA
30102,"30001, 30005, 30004, 30023, 36688, 36621"
30103,"30001, 30003"
30104,"30308, 30101, 30357, 34021, 32009"
30105,"30001, 30002, 30005, 30004, 31075, 38556, 30023, 38473, 30554, 36661, 30272, 30498, 36024"
30106,"30001, 30359, 30272, 30115, 30201, 30263, 30264, 30153, 30518, 30514, 30524, 30007, 30245, 30203, 38715, 30553, 30160, 38088, 38022, 30021, 36526, 30323, 30023, 30226, 30026, 30367, 30212, 30008, 30216, 38473, 37518"
30107,NA
30108,NA
30109,30001
30110,NA
30111,"30001, 30005, 30112, 30524, 30308, 37518, 20746, 38473, 38401, 38719"
30112,"30020, 30026, 30418, 30201, 30421, 30410, 36613, 30560, 11410, 30367, 30395, 30524, 30548, 30493"
30113,NA
30114,"30001, 30554"
30115,"30001, 30003, 30002, 30005, 30004"
30116,"30003, 30002, 30221, 30025, 38556, 38433, 30023, 38473, 30007, 30245, 30554, 37518, 39078"
30117,"30001, 30003"
30118,"30001, 30007, 38473, 30554"
30119,"30001, 30226, 30308, 38588, 30023, 39615"
30120,"30001, 30002, 30023, 30554, 38473"
30121,"30001, 30005, 30006, 30004, 30554, 38473"
30122,"30001, 30006, 38220"
30123,"30001, 30002"
30124,"30001, 30003, 30554, 38473, 30585, 30167"
30125,"30001, 38044, 30025, 30585, 38467"
30126,"30001, 30003, 30002, 30006"
30127,NA
30128,"30001, 30003, 30327"
30129,"30001, 30153, 38433, 36661, 30170, 30023, 30585"
30130,"30001, 30306, 30467, 30554, 38473"
30131,"30001, 30006, 30004, 30013"
30132,"30001, 30025"
30133,NA
30134,"30001, 30554, 30467, 31378"
30135,"30001, 30003, 30002, 30005, 30006, 30004, 38473, 30327, 30013"
30136,"30001, 30004, 30002, 30005, 30006, 38473"
30137,"30001, 30003, 30002"
30138,NA
30139,"30001, 30134, 38473"
30140,30001
30141,"30001, 30467, 30218"
30142,"30001, 30003, 30002, 30005, 30006, 30554, 38473, 30013"
30143,"30001, 30023, 32250"
30144,"30001, 30003, 30002, 38479, 30437, 38144, 36001, 34093, 30554, 38473, 38719, 31378"
30145,"30001, 30002, 30585, 30023, 30013, 36661, 38719"
30146,"30001, 30003, 30002, 30554, 38473, 30297, 30467, 30272, 30218, 30554"
30147,"30001, 30002, 37535, 38473, 38719, 36661, 38383, 38556, 30494, 30585, 31378"
30148,NA
30149,"30001, 30004, 30002, 30005, 30006, 38473, 36659, 30349"
30150,"30003, 30002, 38220, 38383, 30554, 38473"
30151,NA
30152,"30001, 38562, 11547, 30349"
30153,"30001, 30003, 30002, 30005, 30006, 30004, 30554, 38473, 30467, 30013"
30154,"30001, 30002"
30155,"30001, 30349"
30156,"30001, 30002, 30554, 38473, 31378"
30157,"30001, 30002, 38473, 30554, 30023, 38719, 31742, 36661"
30158,"30001, 30292, 30554, 38473, 30115, 30296, 38467, 38719, 34137, 37896"
30159,"30001, 38420, 22111, 34057"
30160,"30001, 30003, 30002, 30005, 30006, 30004, 38220, 30554, 38473, 30013, 30467, 31378"
30161,"30001, 30003, 38473, 39144, 30467"
30162,"30313, 30182, 30148, 34023, 30437, 38467, 34137, 34255"
30163,"30001, 30002, 30013, 30004"
30164,"30001, 30004, 36659"
30165,"30001, 30554, 38473, 38719"
30166,"30001, 30002, 30005, 30023, 36578, 34140, 38044, 36661, 37584, 38473, 36577"
30167,"30001, 30203, 34094, 30153, 34023, 30554, 38473, 36621, 31378"
30168,"30001, 30006"
30169,"30001, 30002, 30023, 38178, 30172, 34010, 38473, 30554, 30026"
30170,"30001, 30003, 30002, 30005, 30006, 30004, 30013, 30554, 38473, 30023, 36659, 38274"
30171,"30001, 30002, 30535, 30023, 38719, 34175, 34255"
30172,"30001, 30003, 30002, 30005, 30006, 30004, 36514, 38473, 30244"
30173,"30001, 30003, 30002, 38383, 30025, 38665"
30174,"30001, 30003, 30006, 30004"
30175,"30001, 30002, 30005"
30188,"30001, 30554, 31130, 30585, 30272, 30023, 32250"
30189,"30001, 30003, 30002"
30190,"30002, 30005, 30554"
30191,"30001, 30554, 38473"
30192,NA
30193,"30001, 30244, 30245, 30013, 38394"
30194,"30001, 30216, 30201"
30195,"30001, 30003, 30002, 30467, 35068, 30013, 30554"
30196,"30001, 30003, 30004, 35002, 30007, 30026, 30153, 30008, 30023, 30025, 32250, 34156, 38473, 34196, 38719"
30197,"30001, 30203, 30494, 30326, 30475, 30216, 35010, 30200, 38467"
30198,"30224, 30535, 35024, 38433, 30025, 38088, 31742, 38719"
30199,"30001, 30005, 30004, 38473"
30200,"30001, 30003, 30002, 30005, 30006, 30004, 30554, 38473, 34251, 30013"
30201,"30003, 30008, 30023, 30554, 31170"
30202,"30001, 30201, 30553, 30212, 30494, 35120"
30203,"31213, 30001, 30003, 30002, 30004, 30006, 30008, 30554, 38473, 30249, 38383, 30023, 30467, 30013"
30204,"30001, 30003, 30002, 30005"
30205,"30001, 30006, 38473, 30013, 38719"
30206,"30001, 30313, 30511, 38473, 38088, 30586, 36618, 31230, 38719, 36066"
30207,"30001, 30554, 38473, 38001, 38383, 38719, 30585, 38549"
30208,30001
30209,30001
30210,30001
30211,NA
30212,"30001, 30003, 30002, 30004, 38144, 30554, 30023, 38719, 30467"
30213,"30007, 30020, 30201, 11410, 30212, 30242, 30524, 30480, 30221, 36649, 30367, 11056, 30175, 30200, 30311, 30297, 30023, 38388"
30214,"30002, 30005, 30004"
30215,"30001, 30216, 30203, 30469, 38719, 36530"
30216,"30001, 30003, 30002, 30005, 30006, 30004"
30217,"30001, 30216, 38719, 30025, 38549"
30218,30023
30219,"30001, 38908, 11163"
30220,"30001, 30554, 38473, 38566, 36661, 30023, 38383"
30221,"30001, 30002, 30005, 30006, 30218"
30222,"30001, 31742, 30553, 31513"
30223,"30001, 38473, 30554, 38467, 38420, 38719, 38697, 38655"
30224,"30001, 30002, 30005, 30004, 30554, 38473, 30013, 36659"
30225,"30001, 30025, 30296, 30218, 30554, 38473, 20327, 38719, 30013"
30226,"30001, 30002, 30212, 30263, 30170, 30554, 30023, 38719, 36661, 38655"
30227,"30001, 30003, 30002, 30554, 38473, 30467"
30228,"30001, 30005, 30292, 38433, 38044, 36621, 36661"
30229,"30001, 38433, 38473, 36618, 30020, 38719, 36066"
30230,"30001, 30467"
30231,"30001, 38473"
30232,"30001, 30023, 30115, 30516, 30511, 36001, 38092, 38198, 38420, 28034, 38566, 36057, 30292, 30313, 38088, 30275, 36039, 38661, 30268, 28676, 38259, 36618, 30020, 38473, 38697, 36066"
30233,"30001, 30003, 30511, 36009, 36039, 36661, 31932, 30347, 38383, 30023, 30493, 38719, 36000"
30234,"30228, 30338, 30491, 36017, 31573, 36056, 30412"
30235,"30001, 30006"
30236,"30001, 38433, 30586, 38588, 30020, 38719, 38473, 36618, 36039, 30516, 30275, 30023"
30237,"30001, 30004"
30238,NA
30239,30001
30240,"30001, 30023, 30554"
30241,NA
30242,"30004, 30003, 30002, 30005, 30006"
30243,30001
30244,"30001, 30002, 30005, 30467, 32250, 30511, 36621"
30245,"30001, 30004, 30002, 30005, 30006, 30007, 20469"
30246,"30001, 30013, 36659, 30268"
30247,"38393, 30267, 30271, 36578, 30585, 30511"
30248,"30003, 30002, 30004, 38042, 30554, 38473, 30273, 38220"
30249,"30001, 30002, 30005, 30006, 30467, 30007, 38473"
30250,"30001, 30375, 30242, 30264, 38522, 30022, 30554, 38473, 30007, 30297, 30263"
30251,"30003, 30554, 38473, 30467, 30013, 30218"
30252,"30001, 30245, 30514, 30524, 30274, 30023, 30025, 30221, 38088, 38383, 30201, 38392, 30554, 38473, 30020, 30367, 30585"
30253,30001
30254,NA
30255,"30003, 30002, 38383, 38042, 30554, 30013, 30218"
30256,"30001, 30008, 38473, 30554, 30013, 30585"
30257,"30001, 30007, 30020, 38473, 30272"
30258,"30001, 30002, 30005, 30006, 30013, 31170, 38308"
30259,NA
30260,NA
30261,"30001, 30002, 30006"
30262,30001
30263,"30001, 30003"
30264,"30001, 30003, 30002, 30005, 30006, 38473, 30349, 30013"
30265,"30001, 30004, 30013, 38473, 31"
30266,NA
30267,"30001, 30002, 30006, 30467"
30268,34251
30269,"30001, 30003, 30002, 30245, 38211, 38088, 38620, 30023, 30554, 38473, 37518, 30007, 30020, 30022, 31742, 36514, 30115, 31230, 30359, 30013, 30467, 35116"
30270,"30001, 30005"
30271,"30001, 30002, 30006"
30272,"30001, 30002, 30005, 30006"
30273,NA
30274,"30001, 30002, 38473, 30467, 31742, 38164"
30275,"30001, 30003, 30002, 30006, 30518, 30241"
30276,"30001, 30002, 30006, 36659"
30277,"30001, 30003, 30004, 30005, 30006, 38473, 30554, 30023, 36661, 30013"
30278,"36688, 30022, 30201, 38072, 38834, 30262, 30272, 30221, 30264, 30514, 30023, 30001"
30279,"30007, 30560, 38834, 30511, 30272"
30280,"30003, 30002, 38473, 30554, 30023, 30218, 30013, 30467"
30281,"30001, 30023, 30511, 30554, 38473, 30258, 30585, 30218, 30013, 31742, 38042"
30282,30001
30283,"30001, 30002, 38566, 37518, 34000, 37544, 38344"
30284,"30001, 30388, 37520, 37532, 38313, 37500, 30313, 30511, 30023, 37530, 37544, 37538, 38433, 30226, 30587, 30007, 30020, 38032, 30285, 30586, 30288, 37540, 38473, 37518, 30535, 36580, 38088, 31877, 38705"
30285,"30001, 30003, 30002, 30006, 30004, 38220, 30245, 30554, 37518, 38473, 38719, 36514"
30286,"20002, 30351, 38032, 30285, 38581, 30226, 38502, 30535, 30023, 30272, 38132, 167"
30287,"38473, 36514, 36024, 30233, 31614, 38467"
30288,NA
30289,30001
30290,"30001, 38473, 38719"
30291,"30001, 30025, 25197"
30292,"30001, 30005, 38473, 30554"
30293,NA
30294,"30001, 36621, 38473"
30295,"30001, 30003, 30002, 30005, 30006"
30296,"30001, 30003, 30002, 30005, 30004, 30153, 30170, 20298, 20469, 30013"
30297,"30001, 30003, 30002, 30004, 30170, 34251, 38473"
30298,"30001, 30002, 30006"
30299,NA
30300,"30001, 30554, 38473"
30301,"30002, 30001, 30005, 30025"
30302,"30001, 30002, 30006"
30303,"30001, 30006, 30004, 30007, 30201, 30554, 38473, 38485, 36621"
30304,"30001, 30005, 30006"
30305,"30001, 38473, 39615"
30306,"30421, 30150"
30307,"30388, 24281"
30308,"30001, 30004, 38473, 30274, 38719, 30025, 30272, 30554"
30309,"30001, 30003, 30002, 30221, 38473, 30554, 38433, 30006, 30023, 36621"
30310,30001
30311,30001
30312,"30001, 30006, 38042"
30313,"30001, 30003, 30004, 30005, 30006, 38473, 30554, 30467"
30314,"30001, 30004, 30554, 38473"
30315,"30001, 30003, 30002, 38220, 30023, 30467, 30554, 38473, 19807, 30585"
30316,"30001, 30003, 30006, 30021, 30025, 30023, 38220"
30317,"30001, 30005, 30313, 30023, 30586, 38279, 38496, 38437, 38566, 38429"
30318,"30001, 38024"
30319,30001
30320,"30001, 30554"
30321,30001
30322,"30001, 30003, 38488, 38554, 30494, 30585, 30554"
30323,"30001, 30006, 38347"
30324,"30001, 38473, 30013, 38271, 38678"
30325,"30001, 30003, 30002, 30005, 30006, 38545, 30023, 30554, 30013, 36659"
30326,"30001, 30003, 30002, 30004, 30006, 30004, 30327, 38473"
30327,NA
30328,NA
30329,"30001, 30002, 38433, 30006, 30264, 34188"
30330,30001
30331,30001
30332,"30001, 30002, 30313, 30025, 30023, 38473, 37518, 30007, 38467, 38566, 38719"
30333,"30001, 37518, 38467, 38437, 38566"
30334,"30001, 38242, 38088, 38566"
30335,"30002, 30007"
30336,NA
30337,30001
30338,30001
30339,30001
30340,"30021, 30561, 30300, 30295, 30556, 38366, 38908"
30341,"30379, 38435, 30021, 38555"
30342,"30001, 38040"
30343,"30001, 30359, 30025, 38607, 30389, 38719"
30344,"30001, 30003"
30345,NA
30346,"30494, 38001, 38111, 38396, 30417, 30025, 30263, 30265, 30514, 38485, 30510, 30023, 37535, 37518, 38473, 30511, 30501, 38467"
30347,NA
30348,38473
30349,30001
30350,"30001, 30002"
30351,"30001, 30023, 38607, 38024, 36550, 38473"
30352,"30002, 30020, 38473, 30554, 38088, 38433, 38247, 38022, 38653, 38684"
30353,"30001, 30005, 30006"
30354,"30230, 38132, 30285, 38535"
30355,"30001, 30511, 38088, 38433, 36057, 38582, 36024, 30020, 30487, 30230, 38473, 38719"
30356,"30001, 30327, 20469"
30357,"30001, 30583, 34253"
30358,"38024, 38217, 30387"
30359,"30006, 30554, 38473, 30023, 30534, 30327"
30360,"30001, 38473, 33023"
30361,"30349, 30358, 30352"
30362,"30001, 38554, 30561, 30163, 38314, 30353, 38040, 30277, 30528, 30201, 38088, 36026, 20273, 38106, 30585, 30020, 30022, 30007"
30363,30001
30364,"30001, 38015"
30365,"30001, 30003, 30006, 38024, 30023, 30327, 30345, 38391, 30325"
30366,"30026, 38672, 30271, 30494, 30367, 30373, 30297"
30367,"30001, 30003, 30002, 30005, 30006, 30007, 30296, 30201, 30023, 30026, 30238, 30418, 30212, 30020, 20613, 30022, 36540, 30524, 30245, 30224, 38473, 30554, 31513, 38220, 30349"
30368,NA
30369,NA
30370,30511
30371,30002
30372,"30001, 30005, 30004, 30554"
30373,"30001, 30003, 30002, 38473, 30554, 24344"
30374,30001
30375,"30001, 30003, 30002, 30005, 30006, 30554, 38473, 38552, 30023"
30376,"30001, 30025, 38555, 34026"
30377,30013
30378,"30002, 30004, 38473"
30379,"38220, 30554, 38473, 30467, 39127, 30218, 30013, 30273"
30380,"30001, 38400, 38655"
30381,"30001, 30005, 30554, 25272"
30382,"30313, 30025, 37520, 38437, 30023, 38369, 38566, 38582, 38589, 38405, 30535, 30585, 37518"
30383,"30001, 30003, 30002, 35158, 30554, 38473, 30218"
30384,"30023, 38117, 38405, 38485, 38620, 38588, 38496"
30385,"30001, 30003, 30004, 36621, 33020"
30386,NA
30387,NA
30388,"30001, 38024"
30389,NA
30390,"30001, 30025, 30386, 38391, 22204"
30391,30004
30392,"30001, 11004"
30393,30001
30394,"30005, 30006, 38024, 38347"
30395,"30001, 30003, 30002, 30005, 30006, 30004, 30349, 30467, 30554, 38473, 30023, 30013"
30396,"30001, 38024, 30553, 30025"
30397,"30001, 30328"
30398,"30001, 38554"
30399,"30001, 30003, 30023, 38001, 30021, 30535, 38908, 38545, 38719, 38710"
30400,"30001, 30003, 30002, 30005, 30006, 30004"
30401,"30001, 30003, 30005, 30006, 38024, 34142"
30402,30001
30410,"30003, 30005, 30006, 30004, 30554, 38473, 30218"
30411,"30367, 30212, 30417, 30115, 30226, 30485, 30285, 32009, 30308, 30292, 30023, 30493"
30412,"30003, 30002, 30006, 30004, 36039, 38473, 30349, 30554, 36693"
30413,"30003, 30002, 30511, 30554, 38473, 30467, 30013"
30414,30003
30415,"30003, 30001, 38719"
30416,"30003, 30002, 30554, 38473, 30218, 38719"
30417,"30004, 30003, 30002, 30005, 30006, 30007, 38044, 30554, 38473, 36659, 30218, 35116"
30418,"30001, 30002, 30005, 30006, 38623, 30524, 30023, 32026, 36057, 38001, 30554, 38473, 38719, 30224, 34255"
30419,"30003, 30005, 30006, 30245, 38473"
30420,30003
30421,"30003, 30005, 30004"
30422,"30003, 30005, 30006"
30423,"38383, 30013, 30554, 38473"
30424,"30003, 30005, 30006, 30554, 38473"
30425,30003
30426,"30003, 30554, 38473, 31742"
30427,"30003, 30554, 38473, 30218"
30428,"30003, 30006, 38383, 30511, 38719"
30429,NA
30430,"30004, 30003, 30002, 30005, 30006, 30554, 30272, 30218"
30431,"30003, 30524, 30323, 38473, 30554, 30007, 36661, 30585"
30432,"30003, 38164, 20286"
30433,"30003, 30006, 30013"
30434,"30003, 30554, 38473, 30349"
30435,"30467, 30554, 30386, 30349, 30013, 31170"
30436,"30003, 30002"
30437,"30002, 30003, 30004, 30005, 30006, 30467, 38473, 38164, 30349"
30438,"30004, 30003, 30002, 30005, 30006, 38473, 36659, 36607"
30439,"38473, 30554, 31378"
30440,"30003, 30554, 38473, 30218, 38144, 31378"
30441,"30003, 30002, 30005, 30004, 30467, 38719, 30013, 38383, 30244"
30442,"30495, 30437, 30535, 36514, 30585, 30375, 30001, 32250"
30443,"30003, 30006, 30004"
30444,239
30445,"20469, 34251"
30446,"30003, 30002, 30349"
30447,"30003, 30002, 30004, 38473, 30467, 34156"
30448,"30003, 30005, 30006, 30218, 30013, 30349, 40010"
30449,"30003, 30005, 30006, 30004, 38684, 30554, 38473, 30013"
30450,"30003, 30005, 30006, 30004, 36621, 30013, 40010"
30451,"30003, 30002, 30554, 38473, 38144, 30467"
30452,"30003, 30002"
30453,"30003, 30005, 30004, 30349"
30454,"30003, 30002, 30005, 30006, 38473, 30001, 36617, 36659, 36659"
30455,"30518, 30437, 34251, 35029, 34108, 30023, 30554"
30456,"30002, 30003"
30457,"30001, 38834, 30302, 30545, 30025, 38433, 38505, 38684, 30023, 38473, 32250"
30458,"30003, 30467, 30345, 30349"
30459,"30004, 30003, 30002, 30005, 30006"
30460,"30003, 30002, 30005, 30004, 30013, 31378"
30461,"30003, 30002, 30554"
30462,11016
30463,"30001, 30002, 30003, 30214, 30216, 30212, 36617, 30553, 30201, 30185, 38274, 38405, 30585, 35047, 34018, 38045, 38247, 30437, 37535, 30535, 20340, 38467, 30021, 30203, 30224"
30464,"30021, 30001, 30025, 38834, 30375, 30475, 30216, 31513"
30465,"30003, 30475, 35133"
30466,"30007, 30201, 30216, 30212, 38407, 30149, 35047, 38388"
30467,"30003, 30002, 30004, 30554, 38473, 38549, 30467"
30468,30003
30469,"30003, 35010, 30554, 38383, 38420, 11371"
30470,"30003, 38042, 30467, 30297, 38544, 34255, 30397"
30471,"30001, 30003, 38341, 30185, 38719, 30349, 39054"
30472,"30021, 30225, 30417, 38545, 38473, 30023, 30296, 38391"
30473,NA
30474,"30003, 30185, 30218, 30554, 34196, 38549, 38805"
30475,"30003, 30005, 30006, 30004, 38473, 38164"
30476,"30003, 30002, 30005, 30004, 38473, 30218, 38549"
30477,"38694, 30201, 30216, 30212, 30210, 30426, 38402, 30267, 35010"
30478,"30003, 30005, 30004, 38383, 31742, 30013, 36659"
30479,"30003, 38473, 30023, 30022, 38549"
30480,"38473, 30554, 36514, 38544, 30013"
30481,"30004, 30003, 30002, 30005, 30006, 38473, 30554, 38549"
30482,NA
30483,"30003, 30025, 38383"
30484,"30003, 38473, 31170"
30485,"30003, 30006, 30004, 30554, 38473"
30486,NA
30487,"30003, 30004"
30488,30003
30489,"30003, 30002, 30006, 38473"
30490,"30003, 30004, 36039, 36032, 35116"
30491,NA
30492,"30003, 30002, 30006, 30004, 38473"
30493,"30003, 30006, 30004, 30184, 30554, 38473, 20469"
30494,"30003, 30002, 30005, 30004"
30495,"30003, 30005, 30467"
30496,"30003, 30554"
30497,"30003, 30002, 30554, 38473, 30467, 30023"
30498,"30004, 30003, 30002, 30005, 30006, 38220, 38473, 30218"
30499,30003
30500,NA
30501,"30003, 30013, 37544, 30025"
30502,"30003, 30554, 38473, 30007, 30025, 30359, 30026, 30023, 30245, 37518, 36663, 32250, 30201"
30503,"30003, 30002, 31742, 30585, 30554, 38473, 30218, 36663"
30504,"30003, 30272, 30007, 36514, 35116, 30511, 30218"
30505,"30003, 30554, 30467, 30585"
30506,"30003, 30002, 30004, 30218"
30507,"30003, 30002"
30508,"30003, 34140, 38473, 30013, 36659"
30509,"30003, 30013, 30467, 30273, 36010"
30510,NA
30511,"30004, 30003, 30002, 30005, 30006, 38188, 30349, 30218, 34251, 20469"
30512,"30002, 30554, 38473, 30511, 30218, 30467, 30013, 31742, 37535"
30513,"30003, 30002, 30020, 31742, 30013, 30467, 30218, 30585, 31513"
30514,"30003, 30002, 30554, 38473"
30515,"30007, 30023, 30242, 38383, 39333, 30585, 19807, 30013, 30218, 32250"
30516,"30003, 30005, 30006, 38473, 30023, 30013"
30517,"30003, 30002, 30467, 30218, 38473, 30554, 30511, 31742, 30013, 30585"
30518,"30554, 38473, 30013, 30585, 30501"
30519,"30003, 30002, 30467, 30554, 30218"
30520,NA
30521,"30004, 30003, 30002, 30005, 30006, 38473, 30554, 30023, 30218, 30013"
30522,"30003, 30007, 30494, 30020, 30272, 38042, 30013, 30467, 36663, 30218"
30523,"30003, 30002"
30524,"30004, 30003, 30002, 30005, 30006"
30525,"30007, 30201, 30115, 30242, 30026, 30524, 30277, 30008, 30375, 30244, 31513, 30585"
30526,"30003, 30002"
30527,"30264, 30007, 30272, 36523, 30516, 30535"
30528,"30003, 30005, 30006, 30359, 31742, 30013, 30349"
30529,"30003, 30554, 30585, 30013, 31513, 30501, 30218, 30167"
30530,"30025, 30516"
30531,"30003, 30002, 30272, 30554, 38383, 20167"
30532,NA
30533,"30003, 28599"
30534,NA
30535,"30003, 30002, 30006, 30004, 30399, 30001, 20469"
30536,30003
30537,"30004, 30003, 30002, 30005, 30006, 30313, 38473"
30538,"30272, 244"
30539,"30003, 30002, 30001, 30218"
30540,"30580, 34140, 34280, 30153, 31441, 34156, 38044, 34255"
30541,30003
30542,"30003, 30004, 38208, 38544"
30543,"30349, 30322, 34053, 30021"
30544,NA
30545,"30003, 30005, 30006, 38473"
30546,"30003, 30026, 36664, 38044, 30554, 38473"
30547,"30003, 30004, 30554, 38473, 30467, 38001, 36010"
30548,"30003, 30005, 38473"
30549,"30003, 30554, 30218, 30349, 35133"
30550,"30003, 30327"
30551,"30003, 30002, 30004, 30554, 40010"
30552,NA
30553,"30003, 30005, 11057"
30554,"30003, 30005, 30006, 30004, 30410, 30487, 30583, 38495, 30153, 30493, 30467, 37518, 38473, 37518, 38566"
30555,NA
30556,"30003, 30005, 30006"
30557,"30003, 30002, 30005, 30006, 30554, 38473, 30001"
30558,30313
30559,"30003, 30002, 30554, 30244, 30349"
30560,"30003, 30002, 30025, 30467, 30218"
30561,"30003, 20469, 38555, 38220"
30562,"30003, 30013, 38164, 30218"
30563,"30003, 30002, 30004, 38473, 30554, 30218"
30564,NA
30565,"30003, 30002, 30494, 38473, 30554"
30566,NA
30567,"30003, 30002, 30467, 36504"
30568,30003
30569,"30003, 30002, 30554"
30570,NA
30571,30003
30572,"30002, 30006, 30313, 38437, 30023, 38566, 30007, 38473, 37518, 30292, 38467, 38588"
30573,NA
30580,"30002, 30004, 30005, 30006, 31012, 38164, 11699, 38473"
30581,"30160, 30170, 34275, 30026, 34214, 34140, 34255"
30582,NA
30583,"30002, 30006, 30004"
30584,"30292, 30115, 30375, 30245, 34188, 30023, 38369, 30437, 38473, 30272, 30007, 31513"
30585,NA
30586,NA
30587,"30001, 30002"
30588,"30295, 30298, 30553, 38677, 30221, 38495, 30383, 30224, 38001, 402"
31000,NA
31001,NA
31002,NA
31003,"30224, 34251"
31004,NA
31005,NA
31006,NA
31007,NA
31008,NA
31009,NA
31010,NA
31011,NA
31012,NA
31013,NA
31014,NA
31015,NA
31016,NA
31017,NA
31018,30397
31019,NA
31020,NA
31021,NA
31022,NA
31023,NA
31024,NA
31025,NA
31026,NA
31027,NA
31028,NA
31029,NA
31030,NA
31031,NA
31032,NA
31033,NA
31034,NA
31035,NA
31036,NA
31037,NA
31038,NA
31039,NA
31040,NA
31041,NA
31043,NA
31044,NA
31045,NA
31046,NA
31047,NA
31048,NA
31049,NA
31050,NA
31051,NA
31052,NA
31053,NA
31054,NA
31055,NA
31056,NA
31057,NA
31058,NA
31059,NA
31060,NA
31061,NA
31062,NA
31064,NA
31065,NA
31066,NA
31067,NA
31068,NA
31069,NA
31070,NA
31071,NA
31072,NA
31073,NA
31074,NA
31075,NA
31076,NA
31077,NA
31078,NA
31079,NA
31080,"30001, 38473"
31081,"20644, 30587, 36649, 30285, 30288, 38032, 37534, 30485"
31082,NA
31083,NA
31084,NA
31085,NA
31086,NA
31087,NA
31088,NA
31089,NA
31090,NA
31091,NA
31092,NA
31093,NA
31094,NA
31095,"30272, 31742, 30554, 38042, 30013, 30467"
31096,NA
31097,NA
31098,NA
31099,NA
31100,NA
31101,NA
31102,NA
31103,NA
31104,NA
31105,NA
31106,NA
31107,NA
31108,NA
31109,NA
31110,NA
31111,NA
31112,NA
31113,NA
31114,NA
31115,NA
31116,NA
31117,NA
31118,NA
31119,NA
31120,NA
31121,NA
31122,NA
31123,NA
31124,NA
31125,NA
31126,NA
31127,NA
31128,NA
31129,NA
31130,NA
31131,NA
31132,NA
31133,NA
31134,NA
31135,NA
31136,NA
31137,NA
31138,NA
31139,NA
31140,NA
31141,NA
31142,NA
31143,NA
31144,NA
31145,NA
31146,NA
31147,NA
31148,NA
31149,NA
31150,NA
31151,NA
31152,NA
31153,NA
31154,NA
31155,NA
31156,NA
31157,NA
31158,NA
31159,NA
31160,NA
31161,NA
31162,NA
31163,NA
31164,NA
31165,NA
31166,NA
31167,NA
31168,NA
31169,NA
31170,NA
31171,NA
31172,NA
31173,NA
31174,NA
31175,NA
31176,NA
31177,NA
31178,NA
31179,NA
31180,NA
31181,NA
31182,NA
31183,NA
31185,NA
